objective,alg,params,B_factor,B,f_value,queries,time_sec,size,mem_kb
MAXCUT,dcs,"B=939.74490384015667,w=2",0.10000000000000001,939.74490384015667,164068,37548,0.024220127000000001,2233,328
MAXCUT,dcms,"B=939.74490384015667,w=2,eps=0.10000000000000001,alpha=2",0.10000000000000001,939.74490384015667,188888,1927158,0.76705900800000004,3119,3780
MAXCUT,algo9,"B=939.74490384015667,eps=0.10000000000000001,mode=best(A,G)",0.10000000000000001,939.74490384015667,208628,72119148,35.179199029999999,4293,79448
MAXCUT,algo10,"B=939.74490384015667,eps=0.10000000000000001",0.10000000000000001,939.74490384015667,209090,101472831,44.899170965000003,4231,79496
MAXCUT,edl,"B=939.74490384015667,eps=0.10000000000000001",0.10000000000000001,939.74490384015667,191958,29172837,23.390913665999999,3564,724
MAXCUT,twin_greedy,B=939.74490384015667,0.10000000000000001,939.74490384015667,191134,200431729,39.170745844999999,3574,0
MAXCUT,dcs,"B=1409.6173557602349,w=2",0.14999999999999999,1409.6173557602349,177260,37548,0.014139637,2683,336
MAXCUT,dcms,"B=1409.6173557602349,w=2,eps=0.10000000000000001,alpha=2",0.14999999999999999,1409.6173557602349,202624,2124845,0.383953402,4101,3996
MAXCUT,algo9,"B=1409.6173557602349,eps=0.10000000000000001,mode=best(A,G)",0.14999999999999999,1409.6173557602349,217318,88640050,25.736274074000001,5467,100988
MAXCUT,algo10,"B=1409.6173557602349,eps=0.10000000000000001",0.14999999999999999,1409.6173557602349,218224,124758930,43.967887116999997,5354,100992
MAXCUT,edl,"B=1409.6173557602349,eps=0.10000000000000001",0.14999999999999999,1409.6173557602349,207220,29014418,16.076904549999998,4610,736
MAXCUT,twin_greedy,B=1409.6173557602349,0.14999999999999999,1409.6173557602349,206624,245966453,50.383636930000002,4622,348
MAXCUT,dcs,"B=1879.4898076803133,w=2",0.20000000000000001,1879.4898076803133,185148,37548,0.014494823,3037,352
MAXCUT,dcms,"B=1879.4898076803133,w=2,eps=0.10000000000000001,alpha=2",0.20000000000000001,1879.4898076803133,211268,2231460,0.40475021100000003,4980,4164
MAXCUT,algo9,"B=1879.4898076803133,eps=0.10000000000000001,mode=best(A,G)",0.20000000000000001,1879.4898076803133,221042,100862286,35.207725979000003,6405,118260
MAXCUT,algo10,"B=1879.4898076803133,eps=0.10000000000000001",0.20000000000000001,1879.4898076803133,222236,141769753,140.323062757,6251,118264
MAXCUT,edl,"B=1879.4898076803133,eps=0.10000000000000001",0.20000000000000001,1879.4898076803133,215550,28913867,52.373968040999998,5592,792
MAXCUT,twin_greedy,B=1879.4898076803133,0.20000000000000001,1879.4898076803133,215336,279654399,157.366092178,5577,168
MAXCUT,dcs,"B=2349.3622596003916,w=2",0.25,2349.3622596003916,190734,37548,0.047838064,3328,336
MAXCUT,dcms,"B=2349.3622596003916,w=2,eps=0.10000000000000001,alpha=2",0.25,2349.3622596003916,216452,2386316,0.88723965900000001,5887,4500
MAXCUT,algo9,"B=2349.3622596003916,eps=0.10000000000000001,mode=best(A,G)",0.25,2349.3622596003916,222776,110021440,50.368003819999998,7152,131988
MAXCUT,algo10,"B=2349.3622596003916,eps=0.10000000000000001",0.25,2349.3622596003916,224080,154126819,65.189724272000007,6974,131988
MAXCUT,edl,"B=2349.3622596003916,eps=0.10000000000000001",0.25,2349.3622596003916,220446,28837303,16.233754561000001,6483,816
MAXCUT,twin_greedy,B=2349.3622596003916,0.25,2349.3622596003916,220488,305739636,52.743969002999997,6455,0
MAXCUT,dcs,"B=2819.2347115204698,w=2",0.29999999999999999,2819.2347115204698,194846,37548,0.013698516000000001,3601,396
MAXCUT,dcms,"B=2819.2347115204698,w=2,eps=0.10000000000000001,alpha=2",0.29999999999999999,2819.2347115204698,219462,2554623,0.432347117,6726,4664
MAXCUT,algo9,"B=2819.2347115204698,eps=0.10000000000000001,mode=best(A,G)",0.29999999999999999,2819.2347115204698,223168,112581022,34.863958672999999,7350,135668
MAXCUT,algo10,"B=2819.2347115204698,eps=0.10000000000000001",0.29999999999999999,2819.2347115204698,224540,161026423,64.453279844999997,7163,135544
MAXCUT,edl,"B=2819.2347115204698,eps=0.10000000000000001",0.29999999999999999,2819.2347115204698,223956,28619207,16.250579416000001,7247,620
MAXCUT,twin_greedy,B=2819.2347115204698,0.29999999999999999,2819.2347115204698,223782,324365451,55.832168158999998,7248,352
MAXCUT,dcs,"B=3289.107163440548,w=2",0.34999999999999998,3289.107163440548,198436,37548,0.013933572999999999,3820,276
MAXCUT,dcms,"B=3289.107163440548,w=2,eps=0.10000000000000001,alpha=2",0.34999999999999998,3289.107163440548,220264,2679971,0.43773075700000003,7246,4744
MAXCUT,algo9,"B=3289.107163440548,eps=0.10000000000000001,mode=best(A,G)",0.34999999999999998,3289.107163440548,223168,112599794,35.171854146999998,7350,135660
MAXCUT,algo10,"B=3289.107163440548,eps=0.10000000000000001",0.34999999999999998,3289.107163440548,224540,165295382,67.258581023999994,7163,135580
MAXCUT,edl,"B=3289.107163440548,eps=0.10000000000000001",0.34999999999999998,3289.107163440548,226426,28465501,16.134767501999999,7962,680
MAXCUT,twin_greedy,B=3289.107163440548,0.34999999999999998,3289.107163440548,225916,337212073,55.57981247,7985,0
MAXCUT,dcs,"B=3758.9796153606267,w=2",0.40000000000000002,3758.9796153606267,200688,37548,0.014979149000000001,4018,280
MAXCUT,dcms,"B=3758.9796153606267,w=2,eps=0.10000000000000001,alpha=2",0.40000000000000002,3758.9796153606267,223656,2703040,0.426448573,7976,5244
MAXCUT,algo9,"B=3758.9796153606267,eps=0.10000000000000001,mode=best(A,G)",0.40000000000000002,3758.9796153606267,223168,112637338,36.200367972000002,7350,135608
MAXCUT,algo10,"B=3758.9796153606267,eps=0.10000000000000001",0.40000000000000002,3758.9796153606267,224540,168895841,71.263030854999997,7163,135712
MAXCUT,edl,"B=3758.9796153606267,eps=0.10000000000000001",0.40000000000000002,3758.9796153606267,227818,28190717,17.729071382000001,8606,808
MAXCUT,twin_greedy,B=3758.9796153606267,0.40000000000000002,3758.9796153606267,227184,345712308,61.304670686000001,8620,0
MAXCUT,dcs,"B=4228.8520672807053,w=2",0.45000000000000001,4228.8520672807053,203078,37548,0.015403412999999999,4183,420
MAXCUT,dcms,"B=4228.8520672807053,w=2,eps=0.10000000000000001,alpha=2",0.45000000000000001,4228.8520672807053,224064,2769041,0.44180334100000002,8606,5284
MAXCUT,algo9,"B=4228.8520672807053,eps=0.10000000000000001,mode=best(A,G)",0.45000000000000001,4228.8520672807053,223168,112656110,34.464277772000003,7350,135588
MAXCUT,algo10,"B=4228.8520672807053,eps=0.10000000000000001",0.45000000000000001,4228.8520672807053,224540,171843738,72.783401913999995,7163,143368
MAXCUT,edl,"B=4228.8520672807053,eps=0.10000000000000001",0.45000000000000001,4228.8520672807053,228322,28761220,16.443974629,8774,808
MAXCUT,twin_greedy,B=4228.8520672807053,0.45000000000000001,4228.8520672807053,227632,349415345,60.316308890999998,8845,292
MAXCUT,dcs,"B=4698.7245192007831,w=2",0.5,4698.7245192007831,205046,37548,0.014793702000000001,4353,492
MAXCUT,dcms,"B=4698.7245192007831,w=2,eps=0.10000000000000001,alpha=2",0.5,4698.7245192007831,196528,2755797,0.44078071800000002,9381,5548
MAXCUT,algo9,"B=4698.7245192007831,eps=0.10000000000000001,mode=best(A,G)",0.5,4698.7245192007831,223168,112674882,35.584805385000003,7350,135584
MAXCUT,algo10,"B=4698.7245192007831,eps=0.10000000000000001",0.5,4698.7245192007831,224540,174178448,72.313176710999997,7163,156224
MAXCUT,edl,"B=4698.7245192007831,eps=0.10000000000000001",0.5,4698.7245192007831,228304,29272997,17.531756872999999,8808,816
MAXCUT,twin_greedy,B=4698.7245192007831,0.5,4698.7245192007831,227632,349927710,59.567718126999999,8845,276
MAXCUT,dcs,"B=5168.5969711208618,w=2",0.55000000000000004,5168.5969711208618,206588,37548,0.015264793,4496,364
MAXCUT,dcms,"B=5168.5969711208618,w=2,eps=0.10000000000000001,alpha=2",0.55000000000000004,5168.5969711208618,164900,2814457,0.49580459700000001,10246,5616
MAXCUT,algo9,"B=5168.5969711208618,eps=0.10000000000000001,mode=best(A,G)",0.55000000000000004,5168.5969711208618,223168,112693654,35.333494369,7350,135600
MAXCUT,algo10,"B=5168.5969711208618,eps=0.10000000000000001",0.55000000000000004,5168.5969711208618,224540,176194885,74.334407607000003,7163,168756
MAXCUT,edl,"B=5168.5969711208618,eps=0.10000000000000001",0.55000000000000004,5168.5969711208618,228090,28871341,16.710639244999999,8774,732
MAXCUT,twin_greedy,B=5168.5969711208618,0.55000000000000004,5168.5969711208618,227632,349927710,59.098383394000003,8845,0
MAXCUT,dcs,"B=5638.4694230409395,w=2",0.59999999999999998,5638.4694230409395,207744,37548,0.013890365,4592,376
MAXCUT,dcms,"B=5638.4694230409395,w=2,eps=0.10000000000000001,alpha=2",0.59999999999999998,5638.4694230409395,128406,2801626,0.42372704500000002,11197,5536
MAXCUT,algo9,"B=5638.4694230409395,eps=0.10000000000000001,mode=best(A,G)",0.59999999999999998,5638.4694230409395,223168,112712426,34.355399589000001,7350,135628
MAXCUT,algo10,"B=5638.4694230409395,eps=0.10000000000000001",0.59999999999999998,5638.4694230409395,224540,177396806,76.829567139999995,7163,179616
MAXCUT,edl,"B=5638.4694230409395,eps=0.10000000000000001",0.59999999999999998,5638.4694230409395,227740,28518779,17.041504396000001,8841,904
MAXCUT,twin_greedy,B=5638.4694230409395,0.59999999999999998,5638.4694230409395,227632,349927710,56.621590302000001,8845,0
MAXCUT,dcs,"B=6108.3418749610182,w=2",0.65000000000000002,6108.3418749610182,208646,37548,0.013339916,4689,456
MAXCUT,dcms,"B=6108.3418749610182,w=2,eps=0.10000000000000001,alpha=2",0.65000000000000002,6108.3418749610182,96894,2731243,0.402345167,12162,5268
MAXCUT,algo9,"B=6108.3418749610182,eps=0.10000000000000001,mode=best(A,G)",0.65000000000000002,6108.3418749610182,223168,112731198,34.945575984000001,7350,135572
MAXCUT,algo10,"B=6108.3418749610182,eps=0.10000000000000001",0.65000000000000002,6108.3418749610182,224540,178176523,76.592341556999997,7163,186396
MAXCUT,edl,"B=6108.3418749610182,eps=0.10000000000000001",0.65000000000000002,6108.3418749610182,228140,28076623,16.090932136999999,8808,616
MAXCUT,twin_greedy,B=6108.3418749610182,0.65000000000000002,6108.3418749610182,227632,349927710,58.830571409999997,8845,228
