objective,alg,params,B_factor,B,f_value,queries,time_sec,size,mem_kb
MAXCUT,dcms,"B=504.55194995695018,w=2,eps=0.10000000000000001,alpha=2",0.5,504.55194995695018,22981,274569,0.117743956,1021,1600
MAXCUT,algo9,"B=504.55194995695018,eps=0.10000000000000001,mode=best(A,G)",0.5,504.55194995695018,22630,1690020,1.0492649329999999,1055,2552
MAXCUT,algo10,"B=504.55194995695018,eps=0.10000000000000001",0.5,504.55194995695018,22906,2146304,2.3661387920000001,1014,2552
MAXCUT,edl,"B=504.55194995695018,eps=0.10000000000000001",0.5,504.55194995695018,23438,2814462,1.843465618,998,384
MAXCUT,twin_greedy,B=504.55194995695018,0.5,504.55194995695018,23400,4001764,2.8127019500000001,990,324
MAXCUT,dcs,"B=555.00714495264526,w=2",0.55000000000000004,555.00714495264526,21275,4004,0.001594596,758,264
MAXCUT,dcms,"B=555.00714495264526,w=2,eps=0.10000000000000001,alpha=2",0.55000000000000004,555.00714495264526,22013,275042,0.13484664699999999,1114,1600
MAXCUT,algo9,"B=555.00714495264526,eps=0.10000000000000001,mode=best(A,G)",0.55000000000000004,555.00714495264526,22630,1692020,1.381270811,1055,2288
MAXCUT,algo10,"B=555.00714495264526,eps=0.10000000000000001",0.55000000000000004,555.00714495264526,22906,2161263,2.1501963700000002,1014,2288
MAXCUT,edl,"B=555.00714495264526,eps=0.10000000000000001",0.55000000000000004,555.00714495264526,23438,2762438,1.78113028,993,384
MAXCUT,twin_greedy,B=555.00714495264526,0.55000000000000004,555.00714495264526,23400,4001764,2.3224443269999999,990,444
MAXCUT,dcs,"B=605.46233994834017,w=2",0.59999999999999998,605.46233994834017,21474,4004,0.0013556079999999999,776,384
MAXCUT,dcms,"B=605.46233994834017,w=2,eps=0.10000000000000001,alpha=2",0.59999999999999998,605.46233994834017,20958,281112,0.10965059200000001,1202,1544
MAXCUT,algo9,"B=605.46233994834017,eps=0.10000000000000001,mode=best(A,G)",0.59999999999999998,605.46233994834017,22630,1694020,1.053928282,1055,2552
MAXCUT,algo10,"B=605.46233994834017,eps=0.10000000000000001",0.59999999999999998,605.46233994834017,22906,2185934,2.2151307349999998,1014,2612
MAXCUT,edl,"B=605.46233994834017,eps=0.10000000000000001",0.59999999999999998,605.46233994834017,23455,2705144,1.756863442,1003,384
MAXCUT,twin_greedy,B=605.46233994834017,0.59999999999999998,605.46233994834017,23400,4001764,2.364270791,990,0
MAXCUT,dcs,"B=655.91753494403531,w=2",0.65000000000000002,655.91753494403531,21792,4004,0.001458607,799,384
MAXCUT,dcms,"B=655.91753494403531,w=2,eps=0.10000000000000001,alpha=2",0.65000000000000002,655.91753494403531,19288,279723,0.124035427,1307,1244
MAXCUT,algo9,"B=655.91753494403531,eps=0.10000000000000001,mode=best(A,G)",0.65000000000000002,655.91753494403531,22630,1696020,1.051329374,1055,2552
MAXCUT,algo10,"B=655.91753494403531,eps=0.10000000000000001",0.65000000000000002,655.91753494403531,22906,2212025,2.5346753280000001,1014,2552
MAXCUT,edl,"B=655.91753494403531,eps=0.10000000000000001",0.65000000000000002,655.91753494403531,23411,2672628,2.015636158,1000,324
MAXCUT,twin_greedy,B=655.91753494403531,0.65000000000000002,655.91753494403531,23400,4001764,2.3320854870000001,990,0
