objective,alg,params,B_factor,B,f_value,queries,time_sec,size,mem_kb
MAXCUT,dcs,"B=504.89176854883135,w=2",0.25,504.89176854883135,42375,8082,0.0025487790000000001,985,500
MAXCUT,dcms,"B=504.89176854883135,w=2,eps=0.10000000000000001,alpha=2",0.25,504.89176854883135,46654,492419,0.074790163000000007,1245,1652
MAXCUT,algo9,"B=504.89176854883135,eps=0.10000000000000001,mode=best(A,G)",0.25,504.89176854883135,48065,5359477,0.98903480600000004,1561,6512
MAXCUT,algo10,"B=504.89176854883135,eps=0.10000000000000001",0.25,504.89176854883135,48259,7395344,2.0230802890000001,1527,6572
MAXCUT,edl,"B=504.89176854883135,eps=0.10000000000000001",0.25,504.89176854883135,46756,6849526,1.333974735,1363,896
MAXCUT,twin_greedy,B=504.89176854883135,0.25,504.89176854883135,46746,14205647,1.917610107,1363,0
MAXCUT,dcs,"B=605.87012225859758,w=2",0.29999999999999999,605.87012225859758,43171,8082,0.0026370230000000001,1064,0
MAXCUT,dcms,"B=605.87012225859758,w=2,eps=0.10000000000000001,alpha=2",0.29999999999999999,605.87012225859758,47413,506326,0.077731716000000006,1425,1532
MAXCUT,algo9,"B=605.87012225859758,eps=0.10000000000000001,mode=best(A,G)",0.29999999999999999,605.87012225859758,48093,5419404,1.002187924,1582,6512
MAXCUT,algo10,"B=605.87012225859758,eps=0.10000000000000001",0.29999999999999999,605.87012225859758,48302,7667252,2.1307784810000001,1545,6776
MAXCUT,edl,"B=605.87012225859758,eps=0.10000000000000001",0.29999999999999999,605.87012225859758,47607,6800381,1.334114883,1524,500
MAXCUT,twin_greedy,B=605.87012225859758,0.29999999999999999,605.87012225859758,47666,15058733,2.0194861670000002,1529,0
MAXCUT,dcs,"B=706.8484759683638,w=2",0.34999999999999998,706.8484759683638,43907,8082,0.002658966,1146,0
MAXCUT,dcms,"B=706.8484759683638,w=2,eps=0.10000000000000001,alpha=2",0.34999999999999998,706.8484759683638,47940,533914,0.080897918999999999,1548,1680
MAXCUT,algo9,"B=706.8484759683638,eps=0.10000000000000001,mode=best(A,G)",0.34999999999999998,706.8484759683638,48095,5428358,1.0104163690000001,1584,6776
MAXCUT,algo10,"B=706.8484759683638,eps=0.10000000000000001",0.34999999999999998,706.8484759683638,48304,7882353,2.2189685940000001,1547,6716
MAXCUT,edl,"B=706.8484759683638,eps=0.10000000000000001",0.34999999999999998,706.8484759683638,48234,6753023,1.3776234009999999,1650,908
MAXCUT,twin_greedy,B=706.8484759683638,0.34999999999999998,706.8484759683638,48257,15630976,2.0827642399999999,1679,0
MAXCUT,dcs,"B=807.82682967813025,w=2",0.40000000000000002,807.82682967813025,44429,8082,0.0025630840000000002,1154,0
MAXCUT,dcms,"B=807.82682967813025,w=2,eps=0.10000000000000001,alpha=2",0.40000000000000002,807.82682967813025,48074,557788,0.083718977,1740,1976
MAXCUT,algo9,"B=807.82682967813025,eps=0.10000000000000001,mode=best(A,G)",0.40000000000000002,807.82682967813025,48124,5507254,1.0250465609999999,1613,6776
MAXCUT,algo10,"B=807.82682967813025,eps=0.10000000000000001",0.40000000000000002,807.82682967813025,48347,8093357,2.368389992,1573,6776
MAXCUT,edl,"B=807.82682967813025,eps=0.10000000000000001",0.40000000000000002,807.82682967813025,48613,6724873,1.3271342589999999,1785,956
MAXCUT,twin_greedy,B=807.82682967813025,0.40000000000000002,807.82682967813025,48604,16014917,2.1239682790000001,1819,0
MAXCUT,dcs,"B=908.80518338789648,w=2",0.45000000000000001,908.80518338789648,44844,8082,0.0026715300000000001,1204,0
MAXCUT,dcms,"B=908.80518338789648,w=2,eps=0.10000000000000001,alpha=2",0.45000000000000001,908.80518338789648,48279,588645,0.085126818000000007,1880,2084
MAXCUT,algo9,"B=908.80518338789648,eps=0.10000000000000001,mode=best(A,G)",0.45000000000000001,908.80518338789648,48133,5533100,1.032802781,1622,6836
MAXCUT,algo10,"B=908.80518338789648,eps=0.10000000000000001",0.45000000000000001,908.80518338789648,48359,8244815,2.428840288,1581,6776
MAXCUT,edl,"B=908.80518338789648,eps=0.10000000000000001",0.45000000000000001,908.80518338789648,48739,6670900,1.321747231,1926,1028
MAXCUT,twin_greedy,B=908.80518338789648,0.45000000000000001,908.80518338789648,48778,16244261,2.153611331,1960,0
MAXCUT,dcs,"B=1009.7835370976627,w=2",0.5,1009.7835370976627,45293,8082,0.0027365750000000002,1233,440
MAXCUT,dcms,"B=1009.7835370976627,w=2,eps=0.10000000000000001,alpha=2",0.5,1009.7835370976627,47854,595753,0.084395723000000006,2064,2252
MAXCUT,algo9,"B=1009.7835370976627,eps=0.10000000000000001,mode=best(A,G)",0.5,1009.7835370976627,48141,5556455,1.041246264,1630,6716
MAXCUT,algo10,"B=1009.7835370976627,eps=0.10000000000000001",0.5,1009.7835370976627,48370,8369224,2.5090762820000001,1587,7568
MAXCUT,edl,"B=1009.7835370976627,eps=0.10000000000000001",0.5,1009.7835370976627,48830,6727579,1.3190504240000001,1953,892
MAXCUT,twin_greedy,B=1009.7835370976627,0.5,1009.7835370976627,48811,16286058,2.1457722170000002,1993,0
MAXCUT,dcs,"B=1110.7618908074292,w=2",0.55000000000000004,1110.7618908074292,45599,8082,0.0027228529999999999,1278,380
MAXCUT,dcms,"B=1110.7618908074292,w=2,eps=0.10000000000000001,alpha=2",0.55000000000000004,1110.7618908074292,45714,592893,0.083857471000000003,2266,2200
MAXCUT,algo9,"B=1110.7618908074292,eps=0.10000000000000001,mode=best(A,G)",0.55000000000000004,1110.7618908074292,48151,5586949,1.058325008,1640,7072
MAXCUT,algo10,"B=1110.7618908074292,eps=0.10000000000000001",0.55000000000000004,1110.7618908074292,48392,8469607,2.5967531880000001,1595,8004
MAXCUT,edl,"B=1110.7618908074292,eps=0.10000000000000001",0.55000000000000004,1110.7618908074292,48762,6631915,1.311017823,1949,888
MAXCUT,twin_greedy,B=1110.7618908074292,0.55000000000000004,1110.7618908074292,48811,16286058,2.1464097240000002,1993,0
MAXCUT,dcs,"B=1211.7402445171952,w=2",0.59999999999999998,1211.7402445171952,45955,8082,0.0027316490000000001,1302,0
MAXCUT,dcms,"B=1211.7402445171952,w=2,eps=0.10000000000000001,alpha=2",0.59999999999999998,1211.7402445171952,41801,577784,0.082689043000000004,2463,2056
MAXCUT,algo9,"B=1211.7402445171952,eps=0.10000000000000001,mode=best(A,G)",0.59999999999999998,1211.7402445171952,48151,5590988,1.051036673,1640,6896
MAXCUT,algo10,"B=1211.7402445171952,eps=0.10000000000000001",0.59999999999999998,1211.7402445171952,48392,8536316,2.6656035610000002,1595,8584
MAXCUT,edl,"B=1211.7402445171952,eps=0.10000000000000001",0.59999999999999998,1211.7402445171952,48867,6543813,1.306001024,1945,896
MAXCUT,twin_greedy,B=1211.7402445171952,0.59999999999999998,1211.7402445171952,48811,16286058,2.1445981650000001,1993,0
MAXCUT,dcs,"B=1312.7185982269616,w=2",0.65000000000000002,1312.7185982269616,46140,8082,0.0026987410000000002,1339,0
MAXCUT,dcms,"B=1312.7185982269616,w=2,eps=0.10000000000000001,alpha=2",0.65000000000000002,1312.7185982269616,33411,575042,0.079868982000000005,2668,2120
MAXCUT,algo9,"B=1312.7185982269616,eps=0.10000000000000001,mode=best(A,G)",0.65000000000000002,1312.7185982269616,48151,5595027,1.052002697,1640,7008
MAXCUT,algo10,"B=1312.7185982269616,eps=0.10000000000000001",0.65000000000000002,1312.7185982269616,48392,8618043,2.7394331240000001,1595,9136
